index,座落,棟及號,建案名稱,總價,交易日期,單價,總面積,主建物占比,型態,樓別/棟高,交易標的,建物格局,車位總價,主要用途,主要建材,解約情形,交易明細,功能,備註,
108,松山區南京東路四段66號等,A1-15F號,敦北VOGUE,3800,113/06/26,139.2,27.89,55.82,bt05,15/15,5-1-5土5建1車1,2房1廳1衛,250,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
109,中正區博愛路110號等,6F-A12號,博愛賦御,2240,113/06/26,115.8,19.34,56.94,bt05,6/15,6-1-6土6建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
110,中山區遼寧街105巷36號,B-5F號,TWINLINE,3030,113/06/25,138.8,27.67,58.37,bt06,5/9,3-1-3土3建1車1,1房1廳1衛,240,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
111,中山區遼寧街105巷36號,D-2F號,TWINLINE,1936,113/06/25,137.8,14.05,57.43,bt06,2/9,3-1-3土3建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
112,松山區延壽街,A棟A5-21F號,碧硯閣,5600,113/06/25,141.3,47.47,63.96,bt05,21/24,1-1-1土1建1車1,3房2廳2衛,380,住家用,鋼骨鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,雨遮面積(m2)：4.61m2,
113,士林區至善路一段116巷旁,A棟A3-3F號,璞真上善,4800,113/06/25,109.8,53.93,60.65,bt06,3/10,7-1-7土7建1車1,3房2廳2衛,350,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
114,北投區文林北路與文承路交叉口,A3-23號,華固上文林,6200,113/06/25,122.6,56.81,59.25,bt05,23/25,3-1-3土3建1車1,3房2廳2衛,300,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,親友、員工、共有人或其他特殊關係間之交易,
115,北投區建民里承德路六段,C-09F號,士科潤山,4397,113/06/25,119.2,42.36,59.77,bt05,9/18,1-1-1土1建1車1,3房2廳2衛,315,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
116,南港區昆陽街,B/03F號,豐琚,2963,113/06/25,123,24.09,58.24,bt05,3/14,6-1-6土6建1車0,2房2廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
117,北投區雙全街8號,A4號,品嘉-箴品序,1755,113/06/25,74.7,23.51,59.25,bt05,3/22,5-1-5土5建1車0,2房2廳2衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
118,中正區重慶南路三段124巷2號,H-22F號,全坤富御,3600,113/06/25,105,39.14,55.28,bt05,22/22,13-1-13土13建1車1,2房2廳2衛,240,住家用,鋼骨混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,本戶總面積含雨遮(計坪不計價)：4.80㎡(1.45坪),
119,南港區三重里南港路一段20之1號,A棟A5-17F號,國協天玥,3189,113/06/25,138.4,23.04,60.58,bt05,17/18,41-1-41土41建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
120,南港區三重里南港路一段20之1號,A棟A2-15F號,國協天玥,4876,113/06/25,125.2,46.26,60.47,bt05,15/18,41-1-41土41建1車1,3房2廳2衛,330,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
121,南港區三重里南港路一段20之1號,A棟A5-09F號,國協天玥,3045,113/06/25,132.2,23.04,60.58,bt05,9/18,41-1-41土41建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
122,南港區三重里南港路一段20之1號,A棟A5-11F號,國協天玥,3073,113/06/25,133.4,23.04,60.58,bt05,11/18,41-1-41土41建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
123,南港區三重里南港路一段20之1號,B棟B5-15F號,國協天玥,3089,113/06/25,134.1,23.04,60.58,bt05,15/15,41-1-41土41建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
124,南港區三重里南港路一段20之1號,A棟A5-14F號,國協天玥,3115,113/06/25,135.2,23.04,60.58,bt05,14/18,41-1-41土41建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
125,大安區樂業街94巷,A棟A3-12F號,全坤御峰,5757,113/06/25,136,57.62,60.2,bt05,12/17,28-1-28土28建1車2,3房2廳2衛,640,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
126,大安區古風里泰順街62巷(與辛亥路一段77巷巷口),A棟A2-03F號,文与堂,4550,113/06/25,153,29.74,60.88,bt05,3/21,27-1-27土27建1車0,2房2廳2衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
127,中正區衡陽路102號,A10-10F號,全坤衡峰,2606,113/06/25,126.7,20.56,59.06,bt05,10/22,7-1-7土7建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
128,中正區衡陽路102號,A6-4F號,全坤衡峰,2628,113/06/25,122.1,21.52,59.04,bt05,4/22,7-1-7土7建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
129,中正區衡陽路102號,A3-6F號,全坤衡峰,5080,113/06/25,125.2,45.82,60.66,bt05,6/22,7-1-7土7建1車1,3房2廳2衛,310,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
130,松山區南京東路四段66號等,A6-9F號,敦北VOGUE,1708,113/06/25,150.2,11.37,53.82,bt05,9/15,5-1-5土5建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
131,松山區復興南路一段47巷9弄17、19號,C-4F號,勝輝馥敦,1500,113/06/25,168.7,8.89,55.82,bt06,4/7,3-1-3土3建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
132,中正區博愛路110號等,4F-A12號,博愛賦御,2270,113/06/25,107,22.35,56.94,bt05,4/15,6-1-6土6建1車1,2房1廳1衛,200,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
133,信義區基隆路二段64~72號,A號,緻信義,2373,113/06/25,168.6,14.08,63.3,bt05,11/15,5-1-5土5建1車0,1房1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
134,中山區民生東路一段18號,B棟B3-2F號,昀集柏寓,1682.7,113/06/25,119,14.14,54.19,bt05,2/15,7-1-7土7建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
135,萬華區興義街17號,B號,城西蒔光,2922,113/06/24,76.4,45.74,58.36,bt05,13/15,3-1-3土3建1車1,3房2廳2衛,250,住商用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
136,大安區安東街35巷,G號,親家JIA,1700,113/06/24,150.7,11.28,56.33,bt05,4/13,12-1-12土12建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
137,中山區吉林路170號,B1-14號,國揚吉麟,11127,113/06/24,129.2,110.73,55.45,bt05,14/21,30-1-30土30建1車3,3房2廳3衛,1075,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
138,中正區和平西路二段135號,13F-A號,恆悅植心苑,4839,113/06/24,122.2,46.97,58.39,bt05,13/14,9-1-9土9建1車1,3房2廳2衛,350,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
139,中正區和平西路二段135號,12F-A號,恆悅植心苑,4800,113/06/24,120.3,46.97,58.38,bt05,12/14,9-1-9土9建1車1,3房2廳2衛,380,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
140,中正區和平西路二段135號,12F-C號,恆悅植心苑,2640,113/06/24,120.5,21.91,58.03,bt05,12/14,9-1-9土9建1車0,2房1廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
141,士林區福志里中山北路五段698巷,A5-10F號,中山北美,3275,113/06/24,124.1,32.39,57.47,bt06,10/10,5-1-5土5建1車1,2房2廳1衛,360,住家用,RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
142,中山區長春路285號,A1-5F號,恆合鈺璽,4250,113/06/24,126.8,39.7,53.62,bt05,5/15,20-1-20土20建1車1,2房2廳1衛,330,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
143,中山區集英里錦西街4之1號,A1-9F號,恆合中山,3635,113/06/24,119.6,33.23,58.54,bt05,9/15,4-1-4土4建1車1,3房2廳2衛,210,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
144,信義區基隆路一段,B棟10號,吉祥．如藝,5141,113/06/24,135.5,43.62,59.53,bt05,19/23,10-1-10土10建1車1,3房2廳2衛,375,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
145,信義區基隆路一段,B棟4號,吉祥．如藝,5647,113/06/24,147,44.03,59.52,bt05,23/23,10-1-10土10建1車1,3房2廳2衛,415,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
146,大安區古風里泰順街62巷(與辛亥路一段77巷巷口),A棟A6-05F號,文与堂,6918,113/06/24,151.6,55.44,60.88,bt05,5/21,27-1-27土27建1車1,3房2廳2衛,370,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
147,大安區古風里泰順街62巷(與辛亥路一段77巷巷口),A棟A2-09F號,文与堂,5100,113/06/24,158,41.99,60.88,bt05,9/21,27-1-27土27建1車1,2房2廳2衛,400,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
148,中正區衡陽路102號,A9-6F號,全坤衡峰,3670,113/06/24,122.7,31.87,62.18,bt05,6/22,7-1-7土7建1車1,2房2廳1衛,230,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
149,中正區衡陽路102號,A12-7F號,全坤衡峰,2785,113/06/24,125.4,22.22,59.6,bt05,7/22,7-1-7土7建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
150,中正區衡陽路102號,A12-5F號,全坤衡峰,2708,113/06/24,121.9,22.22,59.6,bt05,5/22,7-1-7土7建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
151,中正區衡陽路102號,A6-7F號,全坤衡峰,2710,113/06/24,125.9,21.52,59.04,bt05,7/22,7-1-7土7建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
152,中正區衡陽路102號,A8-6F號,全坤衡峰,2650,113/06/24,126.8,20.9,62.03,bt05,6/22,7-1-7土7建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
153,中正區衡陽路102號,A1-10F號,全坤衡峰,4999,113/06/24,130.5,43.72,62.71,bt05,10/22,7-1-7土7建1車1,3房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
154,中正區衡陽路102號,A1-8F號,全坤衡峰,4935,113/06/24,129,43.72,62.71,bt05,8/22,7-1-7土7建1車1,3房2廳2衛,290,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
155,中正區衡陽路102號,A2-8F號,全坤衡峰,3210,113/06/24,127.9,25.09,58.28,bt05,8/22,7-1-7土7建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
156,中正區衡陽路102號,A2-14F號,全坤衡峰,2939,113/06/24,137.8,21.33,57.4,bt05,14/22,7-1-7土7建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
157,北投區洲美里福善路,A棟6號,士科大院.,3050,113/06/24,103.7,34.94,57.94,bt05,2/22,4-1-4土4建1車1,2房2廳2衛,290,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
158,北投區洲美里福善路,A棟7號,士科大院.,6106,113/06/24,98,78.39,58.11,bt05,5/22,4-1-4土4建1車3,3房2廳3衛,870,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
159,北投區洲美里福善路,B棟1號,士科大院.,6120,113/06/24,104.1,70.25,57.84,bt05,10/22,4-1-4土4建1車2,3房2廳3衛,540,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
160,中山區新生北路二段68巷,J棟J-16F號,中山麗池,3287,113/06/24,123.4,26.64,58.62,bt05,16/23,40-1-40土40建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
161,信義區基隆路一段,F-11F號,青后,2970,113/06/24,152,19.54,56.95,bt05,11/23,4-1-4土4建1車0,2房2廳1衛,,(第二組)多戶住宅(H-2),鋼骨RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
162,中山區新生北路149巷32號,A2-4F號,中山富寓,2295,113/06/24,102.7,25.76,56.81,bt06,4/10,2-1-2土2建1車1,2房2廳1衛,220,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
163,信義區基隆路二段64~72號,A號,緻信義,2192,113/06/24,170.9,17.8,61.56,bt05,13/15,5-1-5土5建1車1,1房1衛,240,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
164,信義區基隆路二段64~72號,E號,緻信義,2399,113/06/24,166.5,14.41,64.27,bt05,12/15,5-1-5土5建1車0,1房1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
165,中山區遼寧街105巷36號,Ｃ-5F號,TWINLINE,2800,113/06/23,137.9,26.14,58.86,bt06,5/9,3-1-3土3建1車1,1房1廳1衛,240,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
166,南港區昆陽街,E/14F號,豐琚,3472,113/06/23,134.1,34.24,58.98,bt05,14/14,6-1-6土6建1車1,2房2廳1衛,295,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
167,中正區龍興里南海路70號,D棟3F號,雍雋品,6970,113/06/23,117,77.54,60.84,bt05,3/20,15-1-15土15建1車2,4房2廳3衛,590,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
168,中正區龍興里南海路70號,B棟19F號,雍雋品,5103,113/06/23,132.5,48.32,60.07,bt05,19/20,15-1-15土15建1車1,2房2廳2衛,290,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
169,中正區龍興里南海路70號,Ｃ棟19F號,雍雋品,6330,113/06/23,134.1,56.73,59.81,bt05,19/20,15-1-15土15建1車1,3房2廳2衛,330,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
170,中正區龍興里南海路70號,B棟16F號,雍雋品,5088,113/06/23,131,48.69,60.12,bt05,16/20,15-1-15土15建1車1,2房2廳2衛,280,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
171,信義區基隆路一段,A棟5號,吉祥．如藝,4458,113/06/23,135.2,38.79,59.47,bt05,13/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
172,中正區重慶南路三段27巷,4F-B號,炎洲晴,3399,113/06/23,119.4,29.71,55.28,bt06,4/7,1-1-1土1建1車1,2房2廳1衛,250,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
173,北投區洲美里福善路,B棟2號,士科大院.,3210,113/06/23,110.3,34.98,57.87,bt05,10/22,4-1-4土4建1車1,2房2廳2衛,270,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
174,北投區洲美里福善路,B棟3號,士科大院.,4930,113/06/23,105.1,52.65,59.99,bt05,10/22,4-1-4土4建1車1,3房2廳2衛,270,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
175,北投區洲美里福善路,A棟7號,士科大院.,5912,113/06/23,99.4,70.07,58.11,bt05,7/22,4-1-4土4建1車2,3房2廳3衛,600,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
176,北投區洲美里福善路,A棟2號,士科大院.,3090,113/06/23,105,34.98,57.87,bt05,3/22,4-1-4土4建1車1,2房2廳2衛,290,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
177,中正區博愛路110號,4F-A3號,博愛賦御,1115,113/06/23,125.6,8.88,63.94,bt05,4/15,6-1-6土6建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
178,中山區新生北路二段68巷,E棟E-11F號,中山麗池,2272,113/06/23,128.7,17.65,57.52,bt05,11/23,40-1-40土40建1車0,1房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
179,信義區基隆路一段,G-10F號,青后,3288,113/06/23,153.4,21.43,56.51,bt05,10/23,4-1-4土4建1車0,2房2廳1衛,,(第二組)多戶住宅(H-2),鋼骨RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
180,文山區羅斯福路六段304號,7F-B7號,丰景,2885,113/06/22,107.9,26.75,57.46,bt05,7/13,5-1-5土5建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
181,大安區安東街35巷,D號,親家JIA,3500,113/06/22,160.3,26.78,52.86,bt05,6/13,12-1-12土12建1車1,2房1廳1衛,400,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
182,北投區建民里承德路六段,E-17F號,士科潤山,6743,113/06/22,118.1,62.39,59.01,bt05,17/18,1-1-1土1建1車1,4房2廳2衛,330,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
