type,City,dist,address,p_name,tArea,h_age,p_price,p_lot,c_price,func,bath,room,Fl,tFl,date,Year
presale,Taipei,中山,長春路285號,恆合鈺璽 ,39.88,0,136,1,350.0,住家用,1,2,15,15,2024-05-31,2024
presale,Taipei,中山,中山北路二段27巷22號,森仰 ,138.32,0,152,1,790.0,住家用,0,0,9,24,2024-05-31,2024
presale,Taipei,中山,中山北路二段27巷22號,森仰 ,133.2,0,167,1,1255.0,住家用,0,0,18,24,2024-05-31,2024
presale,Taipei,內湖,行善路281巷19弄,國泰承真 ,38.09,0,130,1,340.0,住家用,1,2,12,14,2024-05-31,2024
presale,Taipei,內湖,行善路281巷19弄,國泰承真 ,38.09,0,129,1,310.0,住家用,1,2,11,14,2024-05-31,2024
presale,Taipei,中正,重慶南路三段124巷2號,全坤富御 ,32.0,0,99,0,,住家用,2,2,14,22,2024-05-31,2024
presale,Taipei,南港,昆陽街,豐琚 ,47.1,0,139,1,330.0,住商用,2,3,14,14,2024-05-31,2024
presale,Taipei,信義,基隆路二段２２號旁,華誼信義-閱明 ,43.03,0,157,1,420.0,住家用,2,2,13,24,2024-05-31,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,42.4,0,109,1,340.0,住家用,2,3,3,14,2024-05-31,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,21.91,0,109,0,,住家用,2,2,4,14,2024-05-31,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,21.91,0,118,0,,住家用,2,2,11,14,2024-05-31,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,21.91,0,120,0,,住家用,2,2,12,14,2024-05-31,2024
presale,Taipei,中正,臨沂街33巷,日健邸 ,27.1,0,153,1,280.0,住家用,1,1,6,12,2024-05-31,2024
presale,Taipei,南港,福山街44巷5號,中研首席 ,33.53,0,93,1,280.0,住家用,1,2,13,15,2024-05-31,2024
presale,Taipei,北投,石牌路二段３１５巷３１號,天母鑲玉,43.86,0,88,1,170.0,住家用,2,3,12,13,2024-05-31,2024
presale,Taipei,南港,南港路二段51號,世界明珠,145.58,0,154,1,540.0,住家用,0,0,24,27,2024-05-31,2024
presale,Taipei,士林,承德路四段,圓山帝寶,50.32,0,124,1,365.0,住家用,2,3,24,24,2024-05-31,2024
presale,Taipei,士林,承德路四段,圓山帝寶,23.79,0,127,0,,住家用,1,2,24,24,2024-05-31,2024
presale,Taipei,中山,遼寧街105巷36號,TWINLINE,10.61,0,147,0,,住家用,0,1,8,9,2024-05-31,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,17.65,0,139,0,,住家用,1,1,9,23,2024-05-30,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,34.19,0,123,1,410.0,住家用,2,2,18,23,2024-05-30,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,52.65,0,104,1,300.0,住家用,2,3,8,22,2024-05-30,2024
presale,Taipei,中山,中山北路二段63號,國賓皇琚 ,160.01,0,198,1,1400.0,住家用,0,0,13,23,2024-05-30,2024
presale,Taipei,中山,中山北路二段63號,國賓皇琚 ,134.49,0,197,1,1010.0,住家用,0,0,13,23,2024-05-30,2024
presale,Taipei,中山,新生里新生北路二段137巷1號旁,鼎吉中山 ,31.09,0,116,1,280.0,住家用,1,2,11,15,2024-05-30,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,65.49,0,124,1,660.0,住家用,2,4,9,17,2024-05-30,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,47.07,0,136,1,330.0,住家用,2,3,11,17,2024-05-30,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,19.68,0,145,0,,住家用,1,2,17,23,2024-05-30,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,34.34,0,128,1,310.0,住家用,1,3,7,17,2024-05-30,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,18.23,0,144,0,,住家用,1,1,21,23,2024-05-30,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,38.79,0,137,1,395.0,住家用,1,2,23,23,2024-05-30,2024
presale,Taipei,中山,集英里錦西街4之1號,恆合中山 ,19.32,0,112,0,,住家用,1,2,4,15,2024-05-30,2024
presale,Taipei,中正,文盛里羅斯福路三段,里哲 ,40.35,0,132,1,250.0,住商用,2,2,12,15,2024-05-30,2024
presale,Taipei,中正,文盛里羅斯福路三段,里哲 ,47.01,0,134,1,250.0,住商用,2,3,14,15,2024-05-30,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,28.21,0,128,0,,住家用,1,3,6,15,2024-05-30,2024
presale,Taipei,文山,秀明路一段７號旁,安家湛 ,35.35,0,93,1,315.0,住家用,2,2,12,14,2024-05-30,2024
presale,Taipei,中山,中山北路二段27巷22號,森仰 ,83.79,0,154,1,765.0,住家用,2,3,14,24,2024-05-30,2024
presale,Taipei,南港,昆陽街,豐琚 ,24.02,0,123,0,,住商用,1,2,3,14,2024-05-30,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,42.99,0,118,1,350.0,住家用,2,3,10,14,2024-05-30,2024
presale,Taipei,中正,廈門街１４９號旁,華和淳萃 ,37.0,0,91,1,180.0,住家用,2,3,5,15,2024-05-30,2024
presale,Taipei,中正,廈門街１４９號旁,華和淳萃 ,35.47,0,93,1,200.0,住家用,2,3,9,15,2024-05-30,2024
presale,Taipei,松山,南京東路四段,敦北南京 ,18.81,0,142,0,,住家用,1,1,13,15,2024-05-30,2024
presale,Taipei,士林,至善路一段116巷旁,璞真上善,68.19,0,109,1,330.0,住家用,2,3,8,11,2024-05-30,2024
presale,Taipei,松山,延壽街,碧硯閣,47.63,0,126,1,360.0,住家用,2,3,3,24,2024-05-30,2024
presale,Taipei,文山,羅斯福路六段304號,丰景,37.97,0,100,1,260.0,住家用,1,2,3,13,2024-05-30,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,19.6,0,118,0,,住商用,1,2,9,15,2024-05-29,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,23.35,0,112,1,230.0,住商用,1,2,2,15,2024-05-29,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,24.8,0,122,0,,住家用,1,2,12,23,2024-05-29,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,40.67,0,117,1,370.0,住家用,2,3,6,23,2024-05-29,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,40.67,0,129,1,400.0,住家用,2,3,8,23,2024-05-29,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,26.64,0,125,0,,住家用,2,2,21,23,2024-05-29,2024
presale,Taipei,北投,中和街251號1樓,玖原和美 ,33.81,0,85,0,,住家用,2,3,9,15,2024-05-29,2024
presale,Taipei,內湖,康樂街136巷18弄12號,家騰真 ,54.85,0,77,1,350.0,住家用,2,2,15,15,2024-05-29,2024
presale,Taipei,松山,敦化北路8號旁,敦仰 ,153.87,0,253,1,2000.0,住家用,0,0,22,23,2024-05-29,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,18.23,0,145,0,,住家用,1,1,23,23,2024-05-29,2024
presale,Taipei,士林,富光里葫蘆街30巷25號,合矩青澄 ,24.76,0,84,0,,住家用,1,2,11,11,2024-05-29,2024
presale,Taipei,內湖,行善路281巷19弄,國泰承真 ,50.35,0,124,1,350.0,住家用,2,3,10,14,2024-05-29,2024
presale,Taipei,內湖,行善路281巷19弄,國泰承真 ,50.35,0,122,1,320.0,住家用,2,3,4,14,2024-05-29,2024
presale,Taipei,中正,羅斯福路三段68號,北城‧羅斯福 ,50.37,0,136,1,325.0,住家用,2,3,4,21,2024-05-29,2024
presale,Taipei,北投,光明路,嘉磐日光 ,50.53,0,89,1,200.0,住家用,2,3,8,20,2024-05-29,2024
presale,Taipei,中山,正守里市民大道三段5號,上城若水 ,18.62,0,128,0,,住家用,1,2,10,15,2024-05-29,2024
presale,Taipei,中山,正守里市民大道三段5號,上城若水 ,12.17,0,121,0,,住家用,1,1,6,15,2024-05-29,2024
presale,Taipei,大安,臥龍街,大安富御 ,65.61,0,92,1,350.0,住家用,2,3,4,13,2024-05-29,2024
presale,Taipei,松山,八德路四段５９９號,松捷樂,14.19,0,103,0,,住家用,0,0,6,13,2024-05-29,2024
presale,Taipei,北投,中央北路二段215號,品嘉-馥御中央,44.32,0,77,0,,住商用,2,3,11,11,2024-05-29,2024
presale,Taipei,中山,遼寧街105巷36號,TWINLINE,10.61,0,141,0,,住家用,0,1,3,9,2024-05-29,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,41.73,0,129,1,290.0,住商用,2,2,10,15,2024-05-28,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,27.6,0,122,0,,住家用,2,2,11,23,2024-05-28,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,70.25,0,107,1,600.0,住家用,3,3,18,22,2024-05-28,2024
presale,Taipei,松山,松基里敦化段一小段45號,勤美璞真城仰 ,112.94,0,215,1,1200.0,住家用,0,0,16,23,2024-05-28,2024
presale,Taipei,中正,南海路82號,南海1號苑 ,29.17,0,98,0,,住家用,1,2,5,7,2024-05-28,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,44.03,0,120,1,375.0,住家用,2,3,11,23,2024-05-28,2024
presale,Taipei,中山,中山北路二段27巷22號,森仰 ,81.56,0,141,1,660.0,住家用,2,3,5,24,2024-05-28,2024
presale,Taipei,中正,重慶南路三段124巷2號,全坤富御 ,32.87,0,92,0,,住家用,2,3,4,22,2024-05-28,2024
presale,Taipei,內湖,行善路281巷19弄,國泰承真 ,61.32,0,118,1,335.0,住家用,2,3,3,14,2024-05-28,2024
presale,Taipei,大安,民輝里忠孝東路三段40號,永陞韶華-華年(工研館) ,56.73,0,182,1,500.0,住家用,2,3,15,15,2024-05-28,2024
presale,Taipei,大安,正聲里光復南路260巷、280巷,鑄慕 ,55.16,0,194,1,520.0,住家用,2,3,20,24,2024-05-28,2024
presale,Taipei,北投,文林北路75巷,隆雲心仝聚,46.74,0,109,1,250.0,住家用,2,3,12,20,2024-05-28,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,15.04,0,108,0,,住商用,1,2,3,15,2024-05-27,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,23.35,0,122,1,215.0,住商用,1,2,12,15,2024-05-27,2024
presale,Taipei,松山,中正里南京東路三段256巷,金朋馥蓊 ,48.62,0,163,1,400.0,住家用,0,0,3,21,2024-05-27,2024
presale,Taipei,北投,石牌路二段３１５巷３１號,天母鑲玉 ,43.37,0,83,1,170.0,住家用,2,3,7,13,2024-05-27,2024
presale,Taipei,中正,博愛路110號等,博愛賦御 ,8.88,0,129,0,,住商用,1,1,6,15,2024-05-27,2024
presale,Taipei,內湖,文德路22弄44弄130號,德孚昀品 ,64.35,0,116,1,570.0,住家用,3,4,11,11,2024-05-27,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,34.98,0,113,1,270.0,住家用,2,2,21,22,2024-05-27,2024
presale,Taipei,北投,中和街251號1樓,玖原和美 ,14.62,0,89,0,,住家用,1,1,11,15,2024-05-27,2024
presale,Taipei,大同,承德路二段,宏國大道城B棟 ,93.3,0,124,1,660.0,住家用,3,3,20,26,2024-05-27,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,33.37,0,137,1,355.0,住家用,1,2,14,23,2024-05-27,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,56.98,0,143,1,640.0,住家用,2,3,15,16,2024-05-27,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,34.34,0,146,1,330.0,住家用,1,3,15,16,2024-05-27,2024
presale,Taipei,中正,文盛里羅斯福路三段,里哲 ,38.57,0,133,1,250.0,住商用,2,2,12,15,2024-05-27,2024
presale,Taipei,中正,龍興里南海路70號,雍雋品 ,55.92,0,118,1,300.0,住家用,2,3,13,20,2024-05-27,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,39.7,0,134,1,350.0,住家用,1,2,14,15,2024-05-27,2024
presale,Taipei,中山,松江路184巷,松江阡語 ,25.98,0,118,1,200.0,住家用,2,2,2,12,2024-05-27,2024
presale,Taipei,南港,昆陽街,豐琚 ,23.78,0,124,0,,住商用,1,2,5,14,2024-05-27,2024
presale,Taipei,萬華,福星里漢口街二段53巷18號 共7筆,城中京湛 ,33.39,0,82,0,,住商用,2,3,4,15,2024-05-27,2024
presale,Taipei,萬華,福星里漢口街二段53巷18號 共7筆,城中京湛 ,57.9,0,77,1,240.0,住商用,2,3,6,15,2024-05-27,2024
presale,Taipei,萬華,福星里漢口街二段53巷18號 共7筆,城中京湛 ,49.4,0,75,0,,住商用,2,3,5,15,2024-05-27,2024
presale,Taipei,南港,昆陽街,豐琚 ,35.45,0,137,1,355.0,住商用,1,2,10,14,2024-05-27,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,46.97,0,118,1,340.0,住家用,2,3,10,14,2024-05-27,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,31.34,0,110,1,300.0,住家用,2,2,6,14,2024-05-27,2024
presale,Taipei,北投,光明路,嘉磐日光 ,50.53,0,91,1,270.0,住家用,2,3,12,20,2024-05-27,2024
presale,Taipei,中山,南京東路三段89巷4弄,新潤朗格 ,53.54,0,136,1,320.0,住家用,2,3,2,14,2024-05-27,2024
presale,Taipei,大安,辛亥路一段,大安昕境 ,24.9,0,147,0,,住家用,2,2,2,14,2024-05-27,2024
presale,Taipei,北投,三合街一段,永信方圓 ,36.15,0,88,1,180.0,住家用,1,2,5,7,2024-05-27,2024
presale,Taipei,北投,文林北路75巷,隆雲心仝聚,46.65,0,121,1,280.0,住家用,2,3,15,20,2024-05-27,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,19.5,0,115,0,,住商用,1,2,3,15,2024-05-26,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,30.58,0,121,0,,住商用,2,2,3,15,2024-05-26,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,18.79,0,118,1,230.0,住商用,1,2,14,15,2024-05-26,2024
presale,Taipei,信義,基隆路一段,青后 ,32.91,0,160,1,250.0,(第二組)多戶住宅(H-2),1,2,20,23,2024-05-26,2024
presale,Taipei,大同,鄰江里延平北路四段17號,永豐泰雲川 ,31.66,0,85,1,190.0,住家用,1,2,3,11,2024-05-26,2024
presale,Taipei,大同,鄰江里延平北路四段17號,永豐泰雲川 ,26.02,0,85,0,,住家用,2,2,4,11,2024-05-26,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,46.06,0,127,1,320.0,住家用,2,3,5,17,2024-05-26,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,34.34,0,129,1,320.0,住家用,1,3,5,16,2024-05-26,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,46.13,0,132,1,340.0,住家用,2,3,3,16,2024-05-26,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,34.34,0,143,1,340.0,住家用,1,3,13,16,2024-05-26,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,34.34,0,134,1,320.0,住家用,1,3,9,17,2024-05-26,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,46.16,0,130,1,320.0,住家用,2,3,6,16,2024-05-26,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,26.25,0,137,0,,住家用,1,2,13,15,2024-05-26,2024
presale,Taipei,文山,秀明路一段７號旁,安家湛 ,45.3,0,92,1,370.0,住家用,2,3,2,14,2024-05-26,2024
presale,Taipei,文山,秀明路一段７號旁,安家湛 ,39.89,0,94,1,320.0,住家用,2,3,9,14,2024-05-26,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,38.05,0,115,1,315.0,住家用,2,2,5,18,2024-05-26,2024
presale,Taipei,內湖,行善路281巷19弄,國泰承真 ,72.34,0,121,1,700.0,住家用,2,3,14,14,2024-05-26,2024
presale,Taipei,南港,昆陽街,豐琚 ,35.45,0,138,1,330.0,住商用,1,2,13,14,2024-05-26,2024
presale,Taipei,中正,羅斯福路三段68號,北城‧羅斯福 ,75.67,0,146,1,430.0,住家用,2,4,15,21,2024-05-26,2024
presale,Taipei,松山,延壽街,鳴森苑 ,57.38,0,141,1,375.0,住家用,2,3,20,21,2024-05-26,2024
presale,Taipei,松山,延壽街,鳴森苑 ,57.38,0,143,1,375.0,住家用,2,3,20,21,2024-05-26,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,15.56,0,123,0,,住商用,1,2,4,15,2024-05-25,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,15.04,0,112,0,,住商用,1,2,5,15,2024-05-25,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,15.04,0,120,0,,住商用,1,2,11,15,2024-05-25,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,17.9,0,121,1,230.0,住商用,1,1,3,15,2024-05-25,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,23.35,0,126,1,200.0,住商用,1,2,14,15,2024-05-25,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,17.9,0,130,1,230.0,住商用,1,1,10,15,2024-05-25,2024
presale,Taipei,松山,中正里南京東路三段256巷,金朋馥蓊 ,55.43,0,174,1,450.0,住家用,0,0,13,21,2024-05-25,2024
presale,Taipei,松山,中正里南京東路三段256巷,金朋馥蓊 ,65.38,0,178,1,810.0,住家用,0,0,18,21,2024-05-25,2024
presale,Taipei,信義,基隆路一段,青后 ,20.32,0,152,0,,(第二組)多戶住宅(H-2),1,2,12,23,2024-05-25,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,13.06,0,143,0,,住家用,1,1,22,23,2024-05-25,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,19.68,0,123,0,,住家用,1,2,11,23,2024-05-25,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,49.18,0,102,1,290.0,住家用,2,3,9,22,2024-05-25,2024
presale,Taipei,大安,敦南街103號 共11筆,亞昕敦南 ,43.84,0,148,1,400.0,住商用,0,0,4,13,2024-05-25,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,18.17,0,148,0,,住家用,1,1,22,23,2024-05-25,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,18.23,0,146,0,,住家用,1,1,18,23,2024-05-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,54.34,0,121,1,330.0,住家用,2,4,6,17,2024-05-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,69.82,0,130,1,620.0,住家用,2,4,14,17,2024-05-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,65.05,0,120,1,680.0,住家用,2,4,4,17,2024-05-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,64.34,0,120,1,680.0,住家用,2,4,4,17,2024-05-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,56.98,0,136,1,640.0,住家用,2,3,13,16,2024-05-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,67.39,0,128,1,620.0,住家用,2,4,12,16,2024-05-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,56.13,0,125,1,660.0,住家用,2,3,4,16,2024-05-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,34.34,0,128,1,360.0,住家用,1,3,5,16,2024-05-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,64.34,0,122,1,730.0,住家用,2,4,7,17,2024-05-25,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,44.03,0,134,1,355.0,住家用,2,3,15,23,2024-05-25,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,29.86,0,149,1,335.0,住家用,1,2,15,23,2024-05-25,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,38.79,0,134,1,395.0,住家用,1,2,19,23,2024-05-25,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,39.7,0,135,1,310.0,住家用,1,2,15,15,2024-05-25,2024
presale,Taipei,文山,秀明路一段７號旁,安家湛 ,34.44,0,85,1,295.0,住家用,2,2,2,14,2024-05-25,2024
presale,Taipei,文山,秀明路一段７號旁,安家湛 ,37.84,0,93,1,310.0,住家用,2,3,13,14,2024-05-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,46.26,0,119,1,310.0,住家用,2,3,7,18,2024-05-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,38.05,0,123,1,345.0,住家用,2,2,15,18,2024-05-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,22.94,0,123,0,,住家用,1,2,4,15,2024-05-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,42.73,0,115,1,300.0,住家用,2,2,4,15,2024-05-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,38.15,0,133,1,310.0,住家用,2,2,2,15,2024-05-25,2024
presale,Taipei,內湖,行善路281巷19弄,國泰承真 ,38.09,0,130,1,340.0,住家用,1,2,13,14,2024-05-25,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,37.51,0,75,0,,住家用,2,3,4,18,2024-05-25,2024
presale,Taipei,士林,福志里中山北路五段698巷,中山北美 ,23.3,0,119,0,,住家用,1,2,8,10,2024-05-25,2024
presale,Taipei,松山,復興南路一段２５巷１弄１號旁,揚昇君悅 ,58.96,0,141,1,350.0,集合住宅,2,3,5,21,2024-05-25,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,31.34,0,116,1,310.0,住家用,2,2,8,14,2024-05-25,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,21.91,0,117,0,,住家用,2,2,9,14,2024-05-25,2024
presale,Taipei,大安,安東街35巷,親家JIA ,19.67,0,158,0,,住家用,1,2,11,13,2024-05-25,2024
presale,Taipei,大安,市民大道三段92號,三創爵鼎,20.79,0,137,1,260.0,住家用,1,2,11,13,2024-05-25,2024
presale,Taipei,松山,延壽街,碧硯閣,52.71,0,124,1,360.0,住家用,2,3,3,24,2024-05-25,2024
presale,Taipei,中山,遼寧街105巷36號,TWINLINE,10.61,0,142,0,,住家用,0,1,6,9,2024-05-25,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,21.56,0,107,0,,住商用,2,2,3,15,2024-05-24,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,23.35,0,122,1,230.0,住商用,1,2,13,15,2024-05-24,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,15.04,0,112,0,,住商用,1,2,6,15,2024-05-24,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,12.3,0,118,0,,住商用,1,1,2,15,2024-05-24,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,21.4,0,125,0,,住商用,1,2,10,15,2024-05-24,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,25.15,0,128,1,230.0,住商用,1,2,13,15,2024-05-24,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,31.74,0,123,1,320.0,住商用,1,2,13,15,2024-05-24,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,14.1,0,127,0,,住商用,1,1,7,15,2024-05-24,2024
presale,Taipei,中正,水源路161-1號 共13筆,鼎吉水岸 ,23.76,0,99,0,,住家用,1,2,15,15,2024-05-24,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,34.98,0,110,1,290.0,住家用,2,2,14,22,2024-05-24,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,52.65,0,105,1,300.0,住家用,2,3,11,22,2024-05-24,2024
presale,Taipei,中山,中山北路二段63號,國賓皇琚 ,146.89,0,202,1,1200.0,住家用,0,0,15,23,2024-05-24,2024
presale,Taipei,大同,鄰江里延平北路四段17號,永豐泰雲川 ,27.9,0,86,1,190.0,住家用,1,2,2,11,2024-05-24,2024
presale,Taipei,北投,懷德街66巷21號,岳泰明德 ,20.8,0,98,0,,住家用,1,2,2,13,2024-05-24,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,26.62,0,150,1,275.0,住家用,1,1,8,23,2024-05-24,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,30.35,0,131,0,,住家用,1,2,14,23,2024-05-24,2024
presale,Taipei,中正,文盛里羅斯福路三段,里哲 ,30.98,0,134,1,250.0,住商用,1,2,15,15,2024-05-24,2024
presale,Taipei,中正,龍興里南海路70號,雍雋品 ,49.19,0,117,1,280.0,住家用,2,3,2,20,2024-05-24,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,28.21,0,126,0,,住家用,1,3,4,15,2024-05-24,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,42.73,0,119,1,320.0,住家用,2,2,12,15,2024-05-24,2024
presale,Taipei,南港,聯成里東新街77巷15弄1號2樓,沐松琚 ,38.1,0,124,1,340.0,住家用,2,2,11,15,2024-05-24,2024
presale,Taipei,南港,聯成里東新街77巷15弄1號2樓,沐松琚 ,38.1,0,125,1,340.0,住家用,2,2,13,15,2024-05-24,2024
presale,Taipei,大安,民輝里忠孝東路三段10巷1號,永陞韶華-韶光(大安館) ,67.18,0,183,1,410.0,住家用,2,3,8,12,2024-05-24,2024
presale,Taipei,士林,福志里中山北路五段698巷,中山北美 ,44.14,0,113,1,320.0,住家用,2,3,4,10,2024-05-24,2024
presale,Taipei,北投,建民里承德路六段,士科潤山 ,51.28,0,112,1,285.0,住家用,2,3,13,18,2024-05-24,2024
presale,Taipei,中正,廈門街１４９號旁,華和淳萃 ,38.27,0,95,1,180.0,住家用,2,3,15,15,2024-05-24,2024
presale,Taipei,松山,南京東路五段291巷29弄30、32、34號,和風悅 ,42.37,0,105,1,180.0,住家用,1,3,2,8,2024-05-24,2024
presale,Taipei,中正,光復里漢口街一段,向陽上冠 ,28.57,0,128,0,,住家用,1,2,10,15,2024-05-24,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,30.94,0,121,1,290.0,住商用,2,2,15,15,2024-05-23,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,70.25,0,111,1,640.0,住家用,3,3,22,22,2024-05-23,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,34.68,0,105,1,290.0,住家用,2,2,11,22,2024-05-23,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,34.98,0,106,1,290.0,住家用,2,2,6,22,2024-05-23,2024
presale,Taipei,中山,新生里新生北路二段137巷1號旁,鼎吉中山 ,23.12,0,111,0,,住家用,1,2,5,15,2024-05-23,2024
presale,Taipei,中正,重慶南路三段27巷,炎洲晴 ,26.6,0,119,0,,住家用,1,2,5,7,2024-05-23,2024
presale,Taipei,北投,懷德街66巷21號,岳泰明德 ,36.61,0,97,1,230.0,住家用,1,2,3,13,2024-05-23,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,24.92,0,146,0,,住家用,1,2,18,23,2024-05-23,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,46.98,0,130,1,330.0,住家用,2,3,5,16,2024-05-23,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,43.6,0,136,1,355.0,住家用,2,3,20,23,2024-05-23,2024
presale,Taipei,中正,文盛里羅斯福路三段,里哲 ,18.89,0,127,0,,住商用,0,2,5,15,2024-05-23,2024
presale,Taipei,中正,龍興里南海路70號,雍雋品 ,65.93,0,111,1,330.0,住家用,3,4,6,20,2024-05-23,2024
presale,Taipei,文山,指南路三段１０３號旁,原禾呈真 ,43.17,0,75,1,360.0,住家用,2,3,1,11,2024-05-23,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,28.11,0,113,0,,住家用,2,2,4,18,2024-05-23,2024
