type,City,dist,address,p_name,tArea,h_age,p_price,p_lot,c_price,func,bath,room,Fl,tFl,date,Year
presale,Taipei,萬華,興義街17號,城西蒔光,45.77,0,75,1,265.0,住商用,2,3,12,15,2024-06-30,2024
presale,Taipei,松山,吉祥里南京東路五段,鐫萃,43.27,0,160,0,,住家用,2,2,4,24,2024-06-30,2024
presale,Taipei,松山,八德路四段５９９號,松捷樂,17.48,0,105,0,,住家用,0,0,13,13,2024-06-30,2024
presale,Taipei,北投,建民里承德路六段,士科潤山 ,26.73,0,114,0,,住家用,2,2,4,18,2024-06-30,2024
presale,Taipei,信義,基隆路二段２３號旁,華誼信義-閱翠 ,16.98,0,173,0,,住家用,1,1,9,24,2024-06-30,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,26.7,0,87,0,,住商用,1,2,17,18,2024-06-30,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,18.14,0,82,0,,住商用,1,1,11,18,2024-06-30,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,23.04,0,134,0,,住家用,1,2,12,18,2024-06-30,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,35.49,0,132,1,230.0,住家用,1,2,13,15,2024-06-30,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,51.7,0,138,1,340.0,住家用,2,3,15,16,2024-06-30,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,24.92,0,145,0,,住家用,1,2,16,23,2024-06-30,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,44.03,0,141,1,395.0,住家用,2,3,16,23,2024-06-30,2024
presale,Taipei,大安,古風里泰順街62巷(與辛亥路一段77巷巷口),文与堂 ,70.92,0,161,1,800.0,住家用,2,3,18,21,2024-06-30,2024
presale,Taipei,北投,中和街251號1樓,玖原和美 ,34.91,0,86,0,,住家用,2,3,5,15,2024-06-30,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,34.68,0,104,1,290.0,住家用,2,2,3,22,2024-06-30,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,61.75,0,98,1,310.0,住家用,3,3,4,22,2024-06-30,2024
presale,Taipei,士林,至善路一段116巷旁,璞真上善,71.49,0,113,1,330.0,住家用,3,3,6,10,2024-06-29,2024
presale,Taipei,內湖,成功路146號旁,碧湖海川 ,36.27,0,94,1,200.0,住家用,2,2,5,13,2024-06-29,2024
presale,Taipei,北投,建民里承德路六段,士科潤山 ,51.28,0,115,1,340.0,住家用,2,3,8,18,2024-06-29,2024
presale,Taipei,北投,建民里承德路六段,士科潤山 ,51.24,0,118,1,330.0,住家用,2,3,12,18,2024-06-29,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,21.91,0,109,0,,住家用,2,2,3,14,2024-06-29,2024
presale,Taipei,南港,昆陽街,豐琚 ,50.57,0,125,1,335.0,住商用,2,3,3,14,2024-06-29,2024
presale,Taipei,南港,昆陽街,豐琚 ,23.78,0,123,0,,住商用,1,2,4,14,2024-06-29,2024
presale,Taipei,南港,昆陽街,豐琚 ,40.82,0,126,1,305.0,住商用,1,2,2,14,2024-06-29,2024
presale,Taipei,南港,昆陽街,豐琚 ,24.02,0,132,0,,住商用,1,2,12,14,2024-06-29,2024
presale,Taipei,南港,昆陽街,豐琚 ,47.11,0,126,1,305.0,住商用,2,3,4,14,2024-06-29,2024
presale,Taipei,南港,昆陽街,豐琚 ,23.77,0,122,0,,住商用,1,2,2,14,2024-06-29,2024
presale,Taipei,北投,建民里文承路,新潤潤心 ,52.5,0,120,1,310.0,住家用,2,3,10,12,2024-06-29,2024
presale,Taipei,北投,建民里文承路,新潤潤心 ,52.5,0,117,1,300.0,住家用,2,3,3,12,2024-06-29,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,18.14,0,83,0,,住商用,1,1,12,18,2024-06-29,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,14.95,0,97,0,,住商用,1,1,16,18,2024-06-29,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,40.91,0,92,0,,住商用,1,1,16,18,2024-06-29,2024
presale,Taipei,南港,聯成里東新街77巷15弄1號2樓,沐松琚 ,35.39,0,120,1,340.0,住家用,1,2,4,15,2024-06-29,2024
presale,Taipei,南港,聯成里東新街77巷15弄1號2樓,沐松琚 ,47.43,0,122,1,320.0,住家用,2,3,3,15,2024-06-29,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,46.26,0,116,1,305.0,住家用,2,3,5,18,2024-06-29,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,22.94,0,130,0,,住家用,1,2,3,18,2024-06-29,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,67.39,0,131,1,660.0,住家用,2,4,14,16,2024-06-29,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,20.56,0,124,0,,住家用,1,2,5,22,2024-06-29,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,27.43,0,134,1,220.0,住家用,1,2,17,22,2024-06-29,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,31.87,0,121,1,220.0,住家用,1,2,9,22,2024-06-29,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,41.22,0,123,1,255.0,住家用,2,3,3,22,2024-06-29,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,31.87,0,121,1,230.0,住家用,1,2,5,22,2024-06-29,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,30.64,0,130,1,230.0,住家用,2,2,13,22,2024-06-29,2024
presale,Taipei,中山,新生里新生北路二段137巷1號旁,鼎吉中山 ,23.16,0,113,0,,住家用,2,2,4,15,2024-06-29,2024
presale,Taipei,中山,中山北路二段63號,國賓皇琚 ,146.89,0,215,1,1190.0,住家用,0,0,21,23,2024-06-29,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,47.46,0,116,1,395.0,住家用,2,3,11,23,2024-06-29,2024
presale,Taipei,信義,基隆路一段,青后 ,19.72,0,150,0,,(第二組)多戶住宅(H-2),1,2,7,23,2024-06-29,2024
presale,Taipei,北投,石牌路二段３１５巷３１號,天母鑲玉 ,43.86,0,86,1,170.0,住家用,2,3,9,13,2024-06-29,2024
presale,Taipei,北投,石牌路二段３１５巷３１號,天母鑲玉 ,43.86,0,87,1,170.0,住家用,2,3,11,13,2024-06-29,2024
presale,Taipei,北投,石牌路二段３１５巷３１號,天母鑲玉 ,43.37,0,83,1,170.0,住家用,2,3,6,13,2024-06-29,2024
presale,Taipei,北投,石牌路二段３１５巷３１號,天母鑲玉 ,43.37,0,84,1,170.0,住家用,2,3,8,13,2024-06-29,2024
presale,Taipei,北投,文林北路75號75巷,隆雲心仝聚,46.74,0,111,1,260.0,住家用,2,3,14,20,2024-06-28,2024
presale,Taipei,士林,至善路一段116巷旁,璞真上善,81.79,0,108,1,650.0,住家用,2,3,8,11,2024-06-28,2024
presale,Taipei,士林,至善路一段116巷旁,璞真上善,80.98,0,105,1,650.0,住家用,2,3,3,11,2024-06-28,2024
presale,Taipei,信義,嘉興街及信安街交叉口,潤泰信義 ,64.89,0,117,1,620.0,公務機關、住宅,2,3,11,12,2024-06-28,2024
presale,Taipei,士林,中山北路七段141巷21號,天母上苑 ,30.3,0,102,1,255.0,住家用,1,2,11,12,2024-06-28,2024
presale,Taipei,大安,正聲里光復南路260巷、280巷,鑄慕 ,58.37,0,205,1,1070.0,住家用,2,3,22,24,2024-06-28,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,46.92,0,109,1,390.0,住家用,2,3,4,14,2024-06-28,2024
presale,Taipei,內湖,民權東路六段210巷43號旁,宏盛掬白 ,53.66,0,108,1,280.0,住商用,0,0,1,11,2024-06-28,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,26.25,0,131,0,,住家用,1,2,5,15,2024-06-28,2024
presale,Taipei,文山,秀明路一段７號旁,安家湛 ,35.35,0,94,1,355.0,住家用,2,2,14,14,2024-06-28,2024
presale,Taipei,中正,龍興里南海路70號,雍雋品 ,47.43,0,133,1,290.0,住家用,2,2,20,20,2024-06-28,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,43.62,0,134,1,395.0,住家用,2,3,15,23,2024-06-28,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,44.03,0,135,1,395.0,住家用,2,3,14,23,2024-06-28,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,44.03,0,132,1,395.0,住家用,2,3,12,23,2024-06-28,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,22.22,0,123,0,,住家用,1,2,6,22,2024-06-28,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,22.22,0,121,0,,住家用,1,2,3,22,2024-06-28,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,20.56,0,125,0,,住家用,1,2,9,22,2024-06-28,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,22.25,0,131,0,,住家用,1,2,15,22,2024-06-28,2024
presale,Taipei,中山,聚盛里錦州街30巷,中山．吉美 ,20.96,0,120,0,,住家用,1,1,15,24,2024-06-28,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,34.98,0,108,1,290.0,住家用,2,2,6,22,2024-06-28,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,26.64,0,124,0,,住家用,2,2,20,23,2024-06-28,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,26.64,0,124,0,,住家用,2,2,19,23,2024-06-28,2024
presale,Taipei,士林,美崙街11號,文林君閱 ,22.89,0,106,0,,住商用,2,2,9,14,2024-06-28,2024
presale,Taipei,信義,基隆路二段64~72號,緻信義 ,17.87,0,169,0,,住家用,1,2,15,15,2024-06-28,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,36.11,0,123,1,230.0,住商用,2,2,4,15,2024-06-28,2024
presale,Taipei,士林,至善路一段116巷旁,璞真上善,82.13,0,109,1,660.0,住家用,2,3,10,11,2024-06-27,2024
presale,Taipei,士林,至善路一段116巷旁,璞真上善,81.28,0,110,1,660.0,住家用,2,3,10,11,2024-06-27,2024
presale,Taipei,士林,至善路一段116巷旁,璞真上善,81.28,0,109,1,660.0,住家用,2,3,9,11,2024-06-27,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,23.04,0,128,0,,住家用,1,2,3,15,2024-06-27,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,39.88,0,125,1,310.0,住家用,1,2,3,15,2024-06-27,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,62.41,0,123,1,330.0,住家用,2,3,3,15,2024-06-27,2024
presale,Taipei,中正,南海路70號,雍雋品 ,55.92,0,114,1,280.0,住家用,2,3,12,20,2024-06-27,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,49.54,0,141,1,395.0,住家用,2,3,15,23,2024-06-27,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,33.03,0,119,1,220.0,住家用,1,2,4,22,2024-06-27,2024
presale,Taipei,北投,文林北路,家居璽玉 ,87.54,0,124,1,680.0,住家用,3,3,14,22,2024-06-27,2024
presale,Taipei,大安,敦南街103號 共11筆,亞昕敦南 ,48.87,0,143,0,,住商用,0,0,13,13,2024-06-27,2024
presale,Taipei,北投,中和街251號1樓,玖原和美 ,38.86,0,86,1,200.0,住家用,2,3,13,15,2024-06-27,2024
presale,Taipei,中正,博愛路110號等,博愛賦御 ,22.76,0,130,1,240.0,住商用,1,2,14,15,2024-06-27,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,34.8,0,124,1,390.0,住家用,2,3,15,23,2024-06-27,2024
presale,Taipei,中山,民生東路二段及新生北路二段,佳元當代美術館 ,44.2,0,138,1,415.0,住家用,2,3,12,15,2024-06-27,2024
presale,Taipei,中山,遼寧街105巷36號,TWINLINE,14.05,0,138,0,,住家用,1,1,4,9,2024-06-26,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,21.91,0,107,0,,住家用,2,2,2,14,2024-06-26,2024
presale,Taipei,中正,重慶南路三段124巷2號,全坤富御 ,40.1,0,90,1,270.0,住家用,2,3,11,22,2024-06-26,2024
presale,Taipei,中山,松江路184巷,松江阡語 ,25.98,0,127,1,230.0,住家用,2,2,9,12,2024-06-26,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,23.04,0,138,0,,住家用,1,2,18,18,2024-06-26,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,22.94,0,130,0,,住家用,1,2,6,18,2024-06-26,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,47.44,0,123,1,310.0,住家用,2,3,12,18,2024-06-26,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,47.44,0,124,1,300.0,住家用,2,3,13,18,2024-06-26,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,47.44,0,122,1,310.0,住家用,2,3,10,18,2024-06-26,2024
presale,Taipei,中山,中山北路二段27巷22號,森仰 ,147.89,0,144,1,1415.0,住家用,0,0,4,24,2024-06-26,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,38.79,0,130,1,355.0,住家用,1,2,12,23,2024-06-26,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,30.64,0,124,1,230.0,住家用,2,2,5,22,2024-06-26,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,20.9,0,133,0,,住家用,1,2,13,22,2024-06-26,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,38.08,0,134,1,300.0,住家用,2,2,18,22,2024-06-26,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,28.93,0,129,1,220.0,住家用,1,2,7,22,2024-06-26,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,28.93,0,128,1,220.0,住家用,1,2,5,22,2024-06-26,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,23.37,0,125,0,,住家用,1,2,4,22,2024-06-26,2024
presale,Taipei,松山,南京東路四段66號等,敦北VOGUE ,27.89,0,139,1,250.0,住家用,1,2,15,15,2024-06-26,2024
presale,Taipei,中正,博愛路110號等,博愛賦御 ,19.34,0,115,0,,住商用,1,1,6,15,2024-06-26,2024
presale,Taipei,中山,遼寧街105巷36號,TWINLINE,27.67,0,138,1,240.0,住家用,1,1,5,9,2024-06-25,2024
presale,Taipei,中山,遼寧街105巷36號,TWINLINE,14.05,0,137,0,,住家用,1,1,2,9,2024-06-25,2024
presale,Taipei,松山,延壽街,碧硯閣,47.47,0,141,1,380.0,住家用,2,3,21,24,2024-06-25,2024
presale,Taipei,士林,至善路一段116巷旁,璞真上善,53.93,0,109,1,350.0,住家用,2,3,3,10,2024-06-25,2024
presale,Taipei,北投,文林北路與文承路交叉口,華固上文林 ,56.81,0,122,1,300.0,住家用,2,3,23,25,2024-06-25,2024
presale,Taipei,北投,建民里承德路六段,士科潤山 ,42.36,0,119,1,315.0,住家用,2,3,9,18,2024-06-25,2024
presale,Taipei,南港,昆陽街,豐琚 ,24.09,0,123,0,,住商用,1,2,3,14,2024-06-25,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,23.51,0,74,0,,住商用,2,2,3,22,2024-06-25,2024
presale,Taipei,中正,重慶南路三段124巷2號,全坤富御 ,39.14,0,105,1,240.0,住家用,2,2,22,22,2024-06-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,23.04,0,138,0,,住家用,1,2,17,18,2024-06-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,46.26,0,125,1,330.0,住家用,2,3,15,18,2024-06-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,23.04,0,132,0,,住家用,1,2,9,18,2024-06-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,23.04,0,133,0,,住家用,1,2,11,18,2024-06-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,23.04,0,134,0,,住家用,1,2,15,15,2024-06-25,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,23.04,0,135,0,,住家用,1,2,14,18,2024-06-25,2024
presale,Taipei,大安,樂業街94巷,全坤御峰 ,57.62,0,136,1,640.0,住家用,2,3,12,17,2024-06-25,2024
presale,Taipei,大安,古風里泰順街62巷(與辛亥路一段77巷巷口),文与堂 ,29.74,0,153,0,,住家用,2,2,3,21,2024-06-25,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,20.56,0,126,0,,住家用,1,2,10,22,2024-06-25,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,21.52,0,122,0,,住家用,1,2,4,22,2024-06-25,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,45.82,0,125,1,310.0,住家用,2,3,6,22,2024-06-25,2024
presale,Taipei,松山,南京東路四段66號等,敦北VOGUE ,11.37,0,150,0,,住家用,1,1,9,15,2024-06-25,2024
presale,Taipei,松山,復興南路一段47巷9弄17、19號,勝輝馥敦 ,8.89,0,168,0,,住家用,1,1,4,7,2024-06-25,2024
presale,Taipei,中正,博愛路110號等,博愛賦御 ,22.35,0,107,1,200.0,住商用,1,2,4,15,2024-06-25,2024
presale,Taipei,信義,基隆路二段64~72號,緻信義 ,14.08,0,168,0,,住家用,0,1,11,15,2024-06-25,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,14.14,0,119,0,,住商用,1,1,2,15,2024-06-25,2024
presale,Taipei,萬華,興義街17號,城西蒔光,45.74,0,76,1,250.0,住商用,2,3,13,15,2024-06-24,2024
presale,Taipei,大安,安東街35巷,親家JIA ,11.28,0,150,0,,住家用,1,1,4,13,2024-06-24,2024
presale,Taipei,中山,吉林路170號,國揚吉麟 ,110.73,0,129,1,1075.0,住商用,3,3,14,21,2024-06-24,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,46.97,0,122,1,350.0,住家用,2,3,13,14,2024-06-24,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,46.97,0,120,1,380.0,住家用,2,3,12,14,2024-06-24,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,21.91,0,120,0,,住家用,2,2,12,14,2024-06-24,2024
presale,Taipei,士林,福志里中山北路五段698巷,中山北美 ,32.39,0,124,1,360.0,住家用,1,2,10,10,2024-06-24,2024
presale,Taipei,中山,長春路285號,恆合鈺璽 ,39.7,0,126,1,330.0,住家用,1,2,5,15,2024-06-24,2024
presale,Taipei,中山,集英里錦西街4之1號,恆合中山 ,33.23,0,119,1,210.0,住家用,2,3,9,15,2024-06-24,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,43.62,0,135,1,375.0,住家用,2,3,19,23,2024-06-24,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,44.03,0,147,1,415.0,住家用,2,3,23,23,2024-06-24,2024
presale,Taipei,大安,古風里泰順街62巷(與辛亥路一段77巷巷口),文与堂 ,55.44,0,151,1,370.0,住家用,2,3,5,21,2024-06-24,2024
presale,Taipei,大安,古風里泰順街62巷(與辛亥路一段77巷巷口),文与堂 ,41.99,0,158,1,400.0,住家用,2,2,9,21,2024-06-24,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,31.87,0,122,1,230.0,住家用,1,2,6,22,2024-06-24,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,22.22,0,125,0,,住家用,1,2,7,22,2024-06-24,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,22.22,0,121,0,,住家用,1,2,5,22,2024-06-24,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,21.52,0,125,0,,住家用,1,2,7,22,2024-06-24,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,20.9,0,126,0,,住家用,1,2,6,22,2024-06-24,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,43.72,0,130,1,300.0,住家用,2,3,10,22,2024-06-24,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,43.72,0,129,1,290.0,住家用,2,3,8,22,2024-06-24,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,25.09,0,127,0,,住家用,1,2,8,22,2024-06-24,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,21.33,0,137,0,,住家用,1,2,14,22,2024-06-24,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,34.94,0,103,1,290.0,住家用,2,2,2,22,2024-06-24,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,78.39,0,98,1,870.0,住家用,3,3,5,22,2024-06-24,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,70.25,0,104,1,540.0,住家用,3,3,10,22,2024-06-24,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,26.64,0,123,0,,住家用,2,2,16,23,2024-06-24,2024
presale,Taipei,信義,基隆路一段,青后 ,19.54,0,152,0,,(第二組)多戶住宅(H-2),1,2,11,23,2024-06-24,2024
presale,Taipei,中山,新生北路149巷32號,中山富寓 ,25.76,0,102,1,220.0,住家用,1,2,4,10,2024-06-24,2024
presale,Taipei,信義,基隆路二段64~72號,緻信義 ,17.8,0,170,1,240.0,住家用,0,1,13,15,2024-06-24,2024
presale,Taipei,信義,基隆路二段64~72號,緻信義 ,14.41,0,166,0,,住家用,0,1,12,15,2024-06-24,2024
presale,Taipei,中山,遼寧街105巷36號,TWINLINE,26.14,0,137,1,240.0,住家用,1,1,5,9,2024-06-23,2024
presale,Taipei,南港,昆陽街,豐琚 ,34.24,0,134,1,295.0,住商用,1,2,14,14,2024-06-23,2024
presale,Taipei,中正,龍興里南海路70號,雍雋品 ,77.54,0,117,1,590.0,住家用,3,4,3,20,2024-06-23,2024
presale,Taipei,中正,龍興里南海路70號,雍雋品 ,48.32,0,132,1,290.0,住家用,2,2,19,20,2024-06-23,2024
presale,Taipei,中正,龍興里南海路70號,雍雋品 ,56.73,0,134,1,330.0,住家用,2,3,19,20,2024-06-23,2024
presale,Taipei,中正,龍興里南海路70號,雍雋品 ,48.69,0,131,1,280.0,住家用,2,2,16,20,2024-06-23,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,38.79,0,135,1,355.0,住家用,1,2,13,23,2024-06-23,2024
presale,Taipei,中正,重慶南路三段27巷,炎洲晴 ,29.71,0,119,1,250.0,住家用,1,2,4,7,2024-06-23,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,34.98,0,110,1,270.0,住家用,2,2,10,22,2024-06-23,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,52.65,0,105,1,270.0,住家用,2,3,10,22,2024-06-23,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,70.07,0,99,1,600.0,住家用,3,3,7,22,2024-06-23,2024
presale,Taipei,北投,洲美里福善路,士科大院. ,34.98,0,105,1,290.0,住家用,2,2,3,22,2024-06-23,2024
presale,Taipei,中正,博愛路110號,博愛賦御 ,8.88,0,125,0,,住商用,1,1,4,15,2024-06-23,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,17.65,0,128,0,,住家用,1,1,11,23,2024-06-23,2024
presale,Taipei,信義,基隆路一段,青后 ,21.43,0,153,0,,(第二組)多戶住宅(H-2),1,2,10,23,2024-06-23,2024
presale,Taipei,文山,羅斯福路六段304號,丰景,26.75,0,107,0,,住家用,1,2,7,13,2024-06-22,2024
presale,Taipei,大安,安東街35巷,親家JIA ,26.78,0,160,1,400.0,住家用,1,2,6,13,2024-06-22,2024
presale,Taipei,北投,建民里承德路六段,士科潤山 ,62.39,0,118,1,330.0,住家用,2,4,17,18,2024-06-22,2024
presale,Taipei,北投,光明路,嘉磐日光 ,59.88,0,87,1,340.0,住家用,2,3,4,20,2024-06-22,2024
presale,Taipei,中正,和平西路二段135號,恆悅植心苑 ,21.91,0,122,0,,住家用,2,2,13,14,2024-06-22,2024
presale,Taipei,中正,羅斯福路三段68號,北城‧羅斯福 ,59.73,0,137,1,360.0,住家用,2,3,4,21,2024-06-22,2024
presale,Taipei,南港,昆陽街,豐琚 ,40.94,0,120,1,325.0,住商用,1,2,2,14,2024-06-22,2024
presale,Taipei,信義,基隆路一段,吉祥．如藝 ,43.62,0,127,1,415.0,住家用,2,3,12,23,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,20.9,0,133,0,,住家用,1,2,14,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,32.3,0,135,1,220.0,住家用,2,2,19,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,20.9,0,129,0,,住家用,1,2,7,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,20.9,0,129,0,,住家用,1,2,9,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,20.56,0,131,0,,住家用,1,2,14,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,22.08,0,121,0,,住家用,1,2,5,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,21.52,0,124,0,,住家用,1,2,6,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,22.08,0,120,0,,住家用,1,2,4,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,22.22,0,127,0,,住家用,1,2,10,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,31.87,0,131,1,230.0,住家用,1,2,15,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,22.08,0,129,0,,住家用,1,2,15,22,2024-06-22,2024
presale,Taipei,中正,衡陽路102號,全坤衡峰 ,36.98,0,135,1,260.0,住家用,2,2,17,22,2024-06-22,2024
presale,Taipei,中山,新生里新生北路二段137巷1號旁,鼎吉中山 ,23.12,0,112,0,,住家用,1,2,4,15,2024-06-22,2024
presale,Taipei,中山,新生里新生北路二段137巷1號旁,鼎吉中山 ,34.82,0,123,0,,住家用,2,3,13,15,2024-06-22,2024
presale,Taipei,中山,中山北路二段63號,國賓皇琚 ,146.89,0,213,1,1150.0,住家用,0,0,20,23,2024-06-22,2024
presale,Taipei,中山,新生北路二段68巷,中山麗池 ,20.72,0,122,0,,住家用,1,2,6,23,2024-06-22,2024
presale,Taipei,信義,基隆路一段,青后 ,28.04,0,156,0,,(第二組)多戶住宅(H-2),1,2,15,23,2024-06-22,2024
presale,Taipei,信義,基隆路一段,青后 ,32.91,0,157,1,260.0,(第二組)多戶住宅(H-2),1,2,16,23,2024-06-22,2024
presale,Taipei,中山,民生東路一段18號,昀集柏寓 ,21.4,0,132,0,,住商用,1,2,9,15,2024-06-22,2024
presale,Taipei,南港,昆陽街,豐琚 ,47.1,0,125,1,345.0,住商用,2,3,2,14,2024-06-21,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,28.43,0,84,1,160.0,住家用,2,2,14,18,2024-06-21,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,25.58,0,81,0,,住家用,2,2,11,18,2024-06-21,2024
presale,Taipei,北投,雙全街8號,品嘉-箴品序 ,21.06,0,83,0,,住家用,2,2,13,18,2024-06-21,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,47.44,0,130,1,310.0,住家用,2,3,14,18,2024-06-21,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,46.26,0,115,1,300.0,住家用,2,3,4,18,2024-06-21,2024
presale,Taipei,南港,三重里南港路一段20之1號,國協天玥 ,46.26,0,127,1,350.0,住家用,2,3,17,18,2024-06-21,2024
presale,Taipei,文山,秀明路一段７號旁,安家湛 ,36.93,0,93,1,320.0,住家用,2,3,14,14,2024-06-21,2024
